TEST_PARAM.comment:,lr44 2x
BATT_MODEL_RAW:,256,510.23835288,2.3844795227,2.0827102661,6.0353851318
BATT_MODEL_RAW:,257,512.23949888,2.3836135864,2.0818138123,6.0359954834
BATT_MODEL_RAW:,258,514.23974462,2.3827590942,2.0808296204,6.0385894775
BATT_MODEL_RAW:,259,516.24051248,2.3819999695,2.080039978,6.0391998291
BATT_MODEL_RAW:,260,518.24100724,2.3809967041,2.0789146423,6.0416412354
BATT_MODEL_RAW:,261,520.24211278,2.3801841736,2.0780220032,6.0432434082
BATT_MODEL_RAW:,262,522.24308454,2.3793182373,2.0770988464,6.0443878174
BATT_MODEL_RAW:,263,524.24408554,2.3784484863,2.0761489868,6.0459899902
BATT_MODEL_RAW:,264,526.2450372,2.3776321411,2.0752601624,6.0474395752
BATT_MODEL_RAW:,265,528.24566166,2.3767433167,2.0742530823,6.0498046875
BATT_MODEL_RAW:,266,530.2468096,2.3760490417,2.0735473633,6.0500335693
BATT_MODEL_RAW:,267,532.24738192,2.3750839233,2.0725021362,6.0516357422
BATT_MODEL_RAW:,268,534.24819124,2.3744125366,2.0718460083,6.0513305664
BATT_MODEL_RAW:,269,536.2486563,2.3734550476,2.0708084106,6.0529327393
BATT_MODEL_RAW:,270,538.24908358,2.3725738525,2.0698623657,6.0542297363
BATT_MODEL_RAW:,271,540.24946994,2.3717384338,2.068977356,6.0552215576
BATT_MODEL_RAW:,272,542.25027014,2.3709182739,2.0681037903,6.0562896729
BATT_MODEL_RAW:,273,544.2514003,2.3701934814,2.0673370361,6.0571289063
BATT_MODEL_RAW:,274,546.25256808,2.36926651,2.0663452148,6.0584259033
BATT_MODEL_RAW:,275,548.25346148,2.3685646057,2.065662384,6.0580444336
BATT_MODEL_RAW:,276,550.25410022,2.3677749634,2.0647468567,6.0605621338
BATT_MODEL_RAW:,277,552.25484754,2.3667907715,2.0637969971,6.0598754883
BATT_MODEL_RAW:,278,554.25549262,2.3659248352,2.0628471375,6.0615539551
BATT_MODEL_RAW:,279,556.25644614,2.3651161194,2.0620346069,6.061630249
BATT_MODEL_RAW:,280,558.25730416,2.3642997742,2.0612030029,6.0619354248
BATT_MODEL_RAW:,281,560.2578457,2.3635444641,2.0603485107,6.0639190674
BATT_MODEL_RAW:,282,562.25820576,2.3626823425,2.0594406128,6.0648345947
BATT_MODEL_RAW:,283,564.25868464,2.3618545532,2.0585441589,6.0662078857
BATT_MODEL_RAW:,284,566.25894546,2.3610038757,2.0576629639,6.0668182373
BATT_MODEL_RAW:,285,568.25924178,2.3602256775,2.0568695068,6.0671234131
BATT_MODEL_RAW:,286,570.2597832,2.3594474792,2.0560684204,6.0675811768
BATT_MODEL_RAW:,287,572.25998242,2.3586807251,2.0552520752,6.068572998
BATT_MODEL_RAW:,288,574.26068542,2.3578681946,2.0543899536,6.0695648193
BATT_MODEL_RAW:,289,576.2610901,2.3570823669,2.0535812378,6.070022583
BATT_MODEL_RAW:,290,578.26172614,2.3562660217,2.0527153015,6.0710144043
BATT_MODEL_RAW:,291,580.26275536,2.3554992676,2.0518913269,6.0721588135
BATT_MODEL_RAW:,292,582.26345526,2.3547363281,2.0510826111,6.0730743408
BATT_MODEL_RAW:,293,584.26412408,2.3539428711,2.0502738953,6.0733795166
BATT_MODEL_RAW:,294,586.26473942,2.3531684875,2.0494918823,6.0735321045
BATT_MODEL_RAW:,295,588.2650838,2.3524017334,2.0486831665,6.0743713379
BATT_MODEL_RAW:,296,590.2656857,2.3516044617,2.0478286743,6.0755157471
BATT_MODEL_RAW:,297,592.26623392,2.3509178162,2.0470314026,6.0777282715
BATT_MODEL_RAW:,298,594.26694554,2.3500518799,2.0461654663,6.0777282715
BATT_MODEL_RAW:,299,596.26759406,2.3493156433,2.0453910828,6.0784912109
BATT_MODEL_RAW:,300,598.26828146,2.3485641479,2.0446090698,6.0791015625
BATT_MODEL_RAW:,301,600.2689314,2.347869873,2.0439071655,6.0792541504
BATT_MODEL_RAW:,302,602.26964712,2.347114563,2.0431098938,6.0800933838
BATT_MODEL_RAW:,303,604.2703081,2.3463592529,2.0423164368,6.0808563232
BATT_MODEL_RAW:,304,606.2707655,2.3455848694,2.0415000916,6.0816955566
BATT_MODEL_RAW:,305,608.27117254,2.3448638916,2.0407409668,6.0824584961
BATT_MODEL_RAW:,306,610.2717191,2.3441123962,2.0399093628,6.0840606689
BATT_MODEL_RAW:,307,612.2722168,2.3433685303,2.0390930176,6.0855102539
BATT_MODEL_RAW:,308,614.2726928,2.3425674438,2.0381546021,6.0882568359
BATT_MODEL_RAW:,309,616.2735921,2.3418045044,2.0372886658,6.0903167725
BATT_MODEL_RAW:,310,618.2743331,2.3410301208,2.0364379883,6.0918426514
BATT_MODEL_RAW:,311,620.27485788,2.3402519226,2.0355529785,6.0939788818
BATT_MODEL_RAW:,312,622.2754611,2.3393936157,2.0347366333,6.0931396484
BATT_MODEL_RAW:,313,624.27596624,2.3387680054,2.0341567993,6.0922241211
BATT_MODEL_RAW:,314,626.27653748,2.3379516602,2.0332374573,6.0942840576
BATT_MODEL_RAW:,315,628.2773037,2.3371963501,2.0323982239,6.0959625244
BATT_MODEL_RAW:,316,630.27752534,2.3364677429,2.0315475464,6.0984039307
BATT_MODEL_RAW:,317,632.27826536,2.3357276917,2.0307579041,6.099395752
BATT_MODEL_RAW:,318,634.2793615,2.3350791931,2.0300559998,6.1004638672
BATT_MODEL_RAW:,319,636.28037128,2.3342971802,2.0292205811,6.1015319824
BATT_MODEL_RAW:,320,638.28092776,2.3335494995,2.0284156799,6.1026763916
BATT_MODEL_RAW:,321,640.28142152,2.3328666687,2.0276947021,6.1034393311
BATT_MODEL_RAW:,322,642.2819799,2.3321075439,2.0268592834,6.10496521
BATT_MODEL_RAW:,323,644.2826548,2.3313903809,2.0260353088,6.1071014404
BATT_MODEL_RAW:,324,646.28322604,2.3307037354,2.0252990723,6.1080932617
BATT_MODEL_RAW:,325,648.28382836,2.330039978,2.0246086121,6.1086273193
BATT_MODEL_RAW:,326,650.28451066,2.3293304443,2.0238227844,6.1101531982
BATT_MODEL_RAW:,327,652.284916,2.3286132813,2.0230445862,6.1113739014
BATT_MODEL_RAW:,328,654.28567666,2.3279266357,2.0222816467,6.1128997803
BATT_MODEL_RAW:,329,656.28630194,2.3271903992,2.0214920044,6.1139678955
BATT_MODEL_RAW:,330,658.28690392,2.3264961243,2.020740509,6.1151123047
BATT_MODEL_RAW:,331,660.28770006,2.3257789612,2.0199623108,6.1163330078
BATT_MODEL_RAW:,332,662.28811498,2.325088501,2.0192070007,6.1176300049
BATT_MODEL_RAW:,333,664.28865138,2.3243751526,2.0184593201,6.1183166504
BATT_MODEL_RAW:,334,666.28913282,2.3236999512,2.0177154541,6.1196899414
BATT_MODEL_RAW:,335,668.28973816,2.3230056763,2.0169830322,6.1204528809
BATT_MODEL_RAW:,336,670.29028842,2.322303772,2.0162239075,6.12159729
BATT_MODEL_RAW:,337,672.29096084,2.3216590881,2.0154953003,6.1232757568
BATT_MODEL_RAW:,338,674.29175284,2.3209266663,2.0147628784,6.1232757568
BATT_MODEL_RAW:,339,676.29221118,2.3202056885,2.0140037537,6.1240386963
BATT_MODEL_RAW:,340,678.29286528,2.3195266724,2.0132713318,6.1251068115
BATT_MODEL_RAW:,341,680.29367418,2.3188362122,2.0125656128,6.1254119873
BATT_MODEL_RAW:,342,682.2944165,2.3181228638,2.0118331909,6.125793457
BATT_MODEL_RAW:,343,684.29520702,2.3174629211,2.0111236572,6.1267852783
BATT_MODEL_RAW:,344,686.29587578,2.3167228699,2.0104179382,6.1260986328
BATT_MODEL_RAW:,345,688.2961119,2.3160209656,2.0097160339,6.1260986328
BATT_MODEL_RAW:,346,690.2963847,2.315322876,2.0089950562,6.1265563965
BATT_MODEL_RAW:,347,692.29700416,2.3146476746,2.00831604,6.1266326904
BATT_MODEL_RAW:,348,694.29768274,2.313999176,2.0076637268,6.1267089844
BATT_MODEL_RAW:,349,696.29854118,2.3133010864,2.0069503784,6.1270141602
BATT_MODEL_RAW:,350,698.29930344,2.3126449585,2.0062866211,6.127166748
BATT_MODEL_RAW:,351,700.29994734,2.3119659424,2.0055999756,6.1273193359
BATT_MODEL_RAW:,352,702.300929,2.311290741,2.0048866272,6.1280822754
BATT_MODEL_RAW:,353,704.30147326,2.3106880188,2.0043678284,6.1264038086
BATT_MODEL_RAW:,354,706.30218224,2.3100967407,2.0038070679,6.125793457
BATT_MODEL_RAW:,355,708.3024322,2.3094177246,2.0030937195,6.1264801025
BATT_MODEL_RAW:,356,710.3029589,2.3087730408,2.0023574829,6.1283111572
BATT_MODEL_RAW:,357,712.30327518,2.3081970215,2.0017204285,6.1295318604
BATT_MODEL_RAW:,358,714.30357346,2.3075828552,2.0009765625,6.1321258545
BATT_MODEL_RAW:,359,716.30400892,2.3068275452,2.0002670288,6.1312103271
BATT_MODEL_RAW:,360,718.30453358,2.3062324524,1.9996070862,6.1325073242
BATT_MODEL_RAW:,361,720.30483614,2.3057823181,1.9994316101,6.1270141602
BATT_MODEL_RAW:,362,722.3056988,2.3053131104,1.9991188049,6.1238861084
BATT_MODEL_RAW:,363,724.3062537,2.3046951294,1.9984970093,6.1239624023
BATT_MODEL_RAW:,364,726.30663134,2.3040657043,1.9978485107,6.1243438721
BATT_MODEL_RAW:,365,728.30745244,2.303440094,1.9972000122,6.1248016357
BATT_MODEL_RAW:,366,730.30763012,2.3027763367,1.9965324402,6.1248779297
BATT_MODEL_RAW:,367,732.3083012,2.3021469116,1.995891571,6.1251068115
BATT_MODEL_RAW:,368,734.3087265,2.3015022278,1.995262146,6.1248016357
BATT_MODEL_RAW:,369,736.30927014,2.3008804321,1.994644165,6.1247253418
BATT_MODEL_RAW:,370,738.31003606,2.3002510071,1.9940452576,6.1241149902
BATT_MODEL_RAW:,371,740.3104829,2.2996482849,1.9934463501,6.1240386963
BATT_MODEL_RAW:,372,742.31078582,2.2990112305,1.992805481,6.1241149902
BATT_MODEL_RAW:,373,744.31109658,2.2983894348,1.9921913147,6.1239624023
BATT_MODEL_RAW:,374,746.31145178,2.2977828979,1.9915962219,6.1237335205
BATT_MODEL_RAW:,375,748.31194338,2.2971611023,1.9909667969,6.1238861084
BATT_MODEL_RAW:,376,750.31259968,2.2965316772,1.9903793335,6.123046875
BATT_MODEL_RAW:,377,752.31306444,2.2959480286,1.9898033142,6.1228942871
BATT_MODEL_RAW:,378,754.31329302,2.2953491211,1.9892807007,6.1213684082
BATT_MODEL_RAW:,379,756.31398908,2.2947311401,1.9886779785,6.1210632324
BATT_MODEL_RAW:,380,758.3145593,2.2941055298,1.9880599976,6.1209106445
BATT_MODEL_RAW:,381,760.31500014,2.2934875488,1.9874305725,6.1211395264
BATT_MODEL_RAW:,382,762.31542314,2.292881012,1.9868011475,6.12159729
BATT_MODEL_RAW:,383,764.3159555,2.2922782898,1.9861946106,6.121673584
BATT_MODEL_RAW:,384,766.31691332,2.2916717529,1.9855766296,6.1219024658
BATT_MODEL_RAW:,385,768.317706,2.2910461426,1.985004425,6.1208343506
BATT_MODEL_RAW:,386,770.31803928,2.290473938,1.9844322205,6.1208343506
BATT_MODEL_RAW:,387,772.31915556,2.2898597717,1.9838294983,6.1206054688
BATT_MODEL_RAW:,388,774.32010456,2.2892532349,1.9832191467,6.1206817627
BATT_MODEL_RAW:,389,776.32037138,2.288646698,1.9826393127,6.1201477051
BATT_MODEL_RAW:,390,778.32137122,2.2880134583,1.982006073,6.1201477051
BATT_MODEL_RAW:,391,780.32189382,2.2874221802,1.9813919067,6.1206054688
BATT_MODEL_RAW:,392,782.32254686,2.2868156433,1.9807777405,6.1207580566
BATT_MODEL_RAW:,393,784.32323686,2.2862472534,1.9801979065,6.1209869385
BATT_MODEL_RAW:,394,786.32376354,2.2856521606,1.9795951843,6.1211395264
BATT_MODEL_RAW:,395,788.32433294,2.285030365,1.9789772034,6.1210632324
BATT_MODEL_RAW:,396,790.324725,2.2844924927,1.9784126282,6.12159729
BATT_MODEL_RAW:,397,792.32519132,2.283870697,1.9777908325,6.12159729
BATT_MODEL_RAW:,398,794.32557772,2.2832679749,1.9771957397,6.1214447021
BATT_MODEL_RAW:,399,796.32607772,2.2826766968,1.9765892029,6.1217498779
BATT_MODEL_RAW:,400,798.32705388,2.2821388245,1.976108551,6.1206054688
BATT_MODEL_RAW:,401,800.32793272,2.2815284729,1.9755020142,6.1205291748
BATT_MODEL_RAW:,402,802.3280803,2.2809257507,1.9748764038,6.1209869385
BATT_MODEL_RAW:,403,804.32858294,2.280380249,1.9742698669,6.1222076416
BATT_MODEL_RAW:,404,806.32935012,2.2797164917,1.9736366272,6.12159729
BATT_MODEL_RAW:,405,808.32984406,2.2791252136,1.9730224609,6.1220550537
BATT_MODEL_RAW:,406,810.3303046,2.2785339355,1.9724311829,6.1220550537
BATT_MODEL_RAW:,407,812.3306371,2.2779579163,1.9717941284,6.1232757568
BATT_MODEL_RAW:,408,814.330933,2.2774276733,1.9712257385,6.1240386963
BATT_MODEL_RAW:,409,816.33147382,2.2768936157,1.9706611633,6.1246490479
BATT_MODEL_RAW:,410,818.33200184,2.2763977051,1.9700889587,6.1261749268
BATT_MODEL_RAW:,411,820.33244132,2.2758712769,1.9695205688,6.1270141602
BATT_MODEL_RAW:,412,822.3333258,2.2752838135,1.9689064026,6.1275482178
BATT_MODEL_RAW:,413,824.33431006,2.2747612,1.9684486389,6.1262512207
BATT_MODEL_RAW:,414,826.33513344,2.2744941711,1.9684715271,6.1204528809
BATT_MODEL_RAW:,415,828.33577956,2.2740821838,1.9681510925,6.1186218262
BATT_MODEL_RAW:,416,830.3362468,2.2735290527,1.9676055908,6.1184692383
BATT_MODEL_RAW:,417,832.33662912,2.2729988098,1.9670524597,6.118927002
BATT_MODEL_RAW:,418,834.33739822,2.2725028992,1.9664916992,6.120223999
BATT_MODEL_RAW:,419,836.33795762,2.2718544006,1.9658355713,6.1203765869
BATT_MODEL_RAW:,420,838.33866212,2.2712059021,1.9651603699,6.1209106445
BATT_MODEL_RAW:,421,840.3391955,2.2706069946,1.9645195007,6.1217498779
BATT_MODEL_RAW:,422,842.3397838,2.27003479,1.9639015198,6.1226654053
BATT_MODEL_RAW:,423,844.34012322,2.2694740295,1.9632987976,6.1235046387
BATT_MODEL_RAW:,424,846.34092186,2.2689285278,1.962688446,6.1248016357
BATT_MODEL_RAW:,425,848.34172378,2.2682952881,1.9620285034,6.1253356934
BATT_MODEL_RAW:,426,850.34288074,2.2677116394,1.9613800049,6.1266326904
BATT_MODEL_RAW:,427,852.34375588,2.267162323,1.960773468,6.1277770996
BATT_MODEL_RAW:,428,854.34429352,2.2666130066,1.9601478577,6.1293029785
BATT_MODEL_RAW:,429,856.3449337,2.2660140991,1.9594535828,6.1312103271
BATT_MODEL_RAW:,430,858.34557888,2.2654457092,1.9587364197,6.134185791
BATT_MODEL_RAW:,431,860.34628746,2.2648620605,1.9580459595,6.1363220215
BATT_MODEL_RAW:,432,862.3467794,2.2642822266,1.9573364258,6.1389160156
BATT_MODEL_RAW:,433,864.34723142,2.2637367249,1.9566497803,6.1417388916
BATT_MODEL_RAW:,434,866.34767774,2.2631187439,1.9559669495,6.1430358887
BATT_MODEL_RAW:,435,868.34826308,2.2625846863,1.9553146362,6.145401001
BATT_MODEL_RAW:,436,870.34884614,2.2619895935,1.9546318054,6.1471557617
BATT_MODEL_RAW:,437,872.34934422,2.2614173889,1.9539489746,6.1493682861
BATT_MODEL_RAW:,438,874.34984332,2.2608261108,1.9532546997,6.1514282227
BATT_MODEL_RAW:,439,876.35059622,2.2603111267,1.9526596069,6.1530303955
BATT_MODEL_RAW:,440,878.35113672,2.2597923279,1.9520645142,6.1545562744
BATT_MODEL_RAW:,441,880.35208114,2.2592773438,1.9514350891,6.1568450928
BATT_MODEL_RAW:,442,882.35273228,2.2587051392,1.9507713318,6.1586761475
BATT_MODEL_RAW:,443,884.3534167,2.2581977844,1.9501342773,6.1612701416
BATT_MODEL_RAW:,444,886.35419108,2.2575912476,1.94947052,6.1624145508
BATT_MODEL_RAW:,445,888.35459478,2.2570381165,1.9488182068,6.1643981934
BATT_MODEL_RAW:,446,890.35528114,2.2564544678,1.9481277466,6.1665344238
BATT_MODEL_RAW:,447,892.35609104,2.2559280396,1.947479248,6.1689758301
BATT_MODEL_RAW:,448,894.35645158,2.2554740906,1.9470176697,6.169128418
BATT_MODEL_RAW:,449,896.35685846,2.2549476624,1.9463577271,6.1717987061
BATT_MODEL_RAW:,450,898.35762332,2.2543983459,1.9456443787,6.1750793457
BATT_MODEL_RAW:,451,900.35804196,2.2538146973,1.9449043274,6.1782073975
BATT_MODEL_RAW:,452,902.35855804,2.2531814575,1.9441413879,6.1808013916
BATT_MODEL_RAW:,453,904.35919826,2.2525978088,1.9434204102,6.1835479736
BATT_MODEL_RAW:,454,906.35959214,2.2520446777,1.9427528381,6.185836792
BATT_MODEL_RAW:,455,908.36012696,2.2515487671,1.942150116,6.1879730225
BATT_MODEL_RAW:,456,910.36063946,2.2509918213,1.9414405823,6.1910247803
BATT_MODEL_RAW:,457,912.36111008,2.2503852844,1.9406852722,6.1940002441
BATT_MODEL_RAW:,458,914.36152258,2.2498130798,1.9399986267,6.1962890625
BATT_MODEL_RAW:,459,916.36235566,2.2492446899,1.9392929077,6.1990356445
BATT_MODEL_RAW:,460,918.36287646,2.2486839294,1.938621521,6.2012481689
BATT_MODEL_RAW:,461,920.3632564,2.248134613,1.9379577637,6.2035369873
BATT_MODEL_RAW:,462,922.36391178,2.2476196289,1.9373474121,6.2054443359
BATT_MODEL_RAW:,463,924.36443844,2.2470397949,1.9366416931,6.2079620361
BATT_MODEL_RAW:,464,926.36502982,2.2464599609,1.9359054565,6.2110900879
BATT_MODEL_RAW:,465,928.36586502,2.245929718,1.9352149963,6.2142944336
BATT_MODEL_RAW:,466,930.36691802,2.2453956604,1.9345970154,6.2159729004
BATT_MODEL_RAW:,467,932.36802148,2.2448616028,1.933971405,6.2178039551
BATT_MODEL_RAW:,468,934.3686198,2.2443580627,1.9333457947,6.2202453613
BATT_MODEL_RAW:,469,936.36965588,2.2438354492,1.9327545166,6.2216186523
BATT_MODEL_RAW:,470,938.37017192,2.2434425354,1.9323272705,6.2223052979
BATT_MODEL_RAW:,471,940.37116838,2.2429389954,1.9317321777,6.2241363525
BATT_MODEL_RAW:,472,942.37197788,2.2423820496,1.9310760498,6.2261199951
BATT_MODEL_RAW:,473,944.37313186,2.2419166565,1.9305381775,6.2275695801
BATT_MODEL_RAW:,474,946.37365024,2.2413673401,1.9299278259,6.2287902832
BATT_MODEL_RAW:,475,948.37411576,2.2408905029,1.9293670654,6.23046875
BATT_MODEL_RAW:,476,950.37464244,2.2403068542,1.9286804199,6.2325286865
BATT_MODEL_RAW:,477,952.37575142,2.2397613525,1.9280395508,6.2344360352
BATT_MODEL_RAW:,478,954.3760885,2.2392616272,1.9274291992,6.2366485596
BATT_MODEL_RAW:,479,956.37723792,2.2387695313,1.9268112183,6.2391662598
BATT_MODEL_RAW:,480,958.37837882,2.2382125854,1.9262008667,6.240234375
BATT_MODEL_RAW:,481,960.3793504,2.2376594543,1.9255714417,6.2417602539
BATT_MODEL_RAW:,482,962.38036428,2.2371406555,1.9249153137,6.2445068359
BATT_MODEL_RAW:,483,964.38051842,2.2366294861,1.9242668152,6.247253418
BATT_MODEL_RAW:,484,966.38125576,2.2360954285,1.923576355,6.2503814697
BATT_MODEL_RAW:,485,968.38185962,2.2356796265,1.9230728149,6.2521362305
BATT_MODEL_RAW:,486,970.38243188,2.2352409363,1.9225463867,6.2538909912
BATT_MODEL_RAW:,487,972.3831691,2.2347335815,1.921913147,6.2564086914
BATT_MODEL_RAW:,488,974.3841762,2.2342720032,1.9213447571,6.2585449219
BATT_MODEL_RAW:,489,976.38519408,2.2337722778,1.9207572937,6.2602996826
BATT_MODEL_RAW:,490,978.38627046,2.2333297729,1.9201393127,6.2638092041
BATT_MODEL_RAW:,491,980.38693294,2.2328605652,1.91954422,6.2663269043
BATT_MODEL_RAW:,492,982.38800256,2.2323265076,1.9189147949,6.2682342529
BATT_MODEL_RAW:,493,984.38889674,2.2318687439,1.9183158875,6.2710571289
BATT_MODEL_RAW:,494,986.38973908,2.2312965393,1.9176902771,6.2721252441
BATT_MODEL_RAW:,495,988.39050904,2.2307929993,1.917049408,6.2748718262
BATT_MODEL_RAW:,496,990.39119784,2.230266571,1.9164199829,6.2769317627
BATT_MODEL_RAW:,497,992.39193972,2.2297439575,1.9157905579,6.2790679932
BATT_MODEL_RAW:,498,994.3924753,2.2292556763,1.9151725769,6.2816619873
BATT_MODEL_RAW:,499,996.39306446,2.228767395,1.9145889282,6.2835693359
BATT_MODEL_RAW:,500,998.39344246,2.228263855,1.9139938354,6.2854003906
BATT_MODEL_RAW:,501,1000.3936375,2.2277908325,1.9134178162,6.2874603271
BATT_MODEL_RAW:,502,1002.3942345,2.227268219,1.9127883911,6.2895965576
BATT_MODEL_RAW:,503,1004.39452,2.2267951965,1.9121894836,6.2921142578
BATT_MODEL_RAW:,504,1006.3951524,2.2263183594,1.9116020203,6.2943267822
BATT_MODEL_RAW:,505,1008.3954155,2.2257423401,1.9109077454,6.2966918945
BATT_MODEL_RAW:,506,1010.3960317,2.2252120972,1.9102897644,6.2984466553
BATT_MODEL_RAW:,507,1012.3967483,2.2246894836,1.9096488953,6.3008117676
BATT_MODEL_RAW:,508,1014.3973059,2.2242088318,1.9090652466,6.3028717041
BATT_MODEL_RAW:,509,1016.398175,2.2236976624,1.9084434509,6.3050842285
BATT_MODEL_RAW:,510,1018.3986357,2.223197937,1.9078407288,6.307144165
BATT_MODEL_RAW:,511,1020.3991742,2.2226791382,1.9072303772,6.3089752197
BATT_MODEL_RAW:,512,1022.3996895,2.2221832275,1.9066162109,6.311340332
BATT_MODEL_RAW:,513,1024.4006451,2.2216796875,1.9059944153,6.3137054443
BATT_MODEL_RAW:,514,1026.4011513,2.2211799622,1.9054298401,6.3150024414
BATT_MODEL_RAW:,515,1028.4021846,2.2207298279,1.9048080444,6.3184356689
